"","X12S","X16S","BDNF","CXCR4","cytb","H3A","NCX1","ND1","ND2","POMC","RAG1","RHOD","SIA","SLC8A3","TYR"
"446","","KC014778","","","","","","","","","","","","",""
"447","","","","","","","","","","","","","","",""
"448","","","","","","","","","","","","","","",""
"449","","AF375511","","","","","","HM245244","","","","","","",""
"450","","","","","","","","","","","","","","",""
"451","","","","","","","","","","","","","","",""
"452","","","","","","","","","","","","","","",""
"453","","","","","","","","","","","","","","",""
"454","","","","","","","","","","","","","","",""
"455","","","","","","","","","","","","","","",""
"456","","","","","","","","","","","","","","",""
"457","","","","","","","","","","","","","","",""
"458","","","","","","","","","","","","","","",""
"459","","","","","","","","","","","","","","",""
"460","","","","","","","","","","","","","","",""
"461","GU301891","GU252228","","","","","","HM245281","","","","","","",""
"462","","","","","","","","","","","","","","",""
"463","","","","","","","","","","","","","","",""
"464","","","","","","","","","","","","","","",""
"465","","","","","","","","HM245287","","","","","","",""
"466","","","","","","","","","","","","","","",""
"467","GU301898","","","","","","","","","","","","","",""
"468","","","","","","","","","","","","","","",""
"469","","","","","","","","","","","","","","",""
"470","","","","","","","","","","","","","","",""
"471","","","","","","","","","","","","","","",""
"472","","","","","","","","","","","","","","",""
"473","","","","","","","","","","","","","","",""
"474","DQ158419","DQ158419","","DQ306495","","","","AY819459","","AY819078","DQ158345","","","",""
"475","","","","","","","","","","","","","","",""
"476","","","","","","","","","","","","","","",""
"477","","","","","","","","","","","","","","",""
"478","","","","","","","","","","","","","","",""
"479","","","","","","","","","","","","","","",""
"480","","","","","","","","HM245293","","","","","","",""
"481","GU301895","EU672973","","","AY995953","","","","DQ068443","","","","","",""
"482","","","","","","","","","","","","","","",""
"483","","","","","","","","","","","","","","",""
"484","","","","","","","","","","","","","","",""
"485","","","","","","","","","","","","","","",""
"486","GU301896","EU672976","","","","","","","","","","","","",""
"487","","","","","EF494950","","","","","","","","","",""
"488","","","","","","","","","","","","","","",""
"489","","","","","","","","","","","","","","",""
"490","","","","","","","","","","","","","","",""
"491","","","","","","","","","","","","","","",""
"492","","","","","","","","","","","","","","",""
"493","DQ283260","DQ283260","","","AY995954","DQ284283","","","DQ068447","","","DQ283929","DQ282781","",""
"494","DQ502200","DQ502200","","","","","","","","","DQ503380","","","",""
"495","","","","","","","","","","","","","","",""
"496","","","","","","","","","","","","","","",""
"497","EU672978","GU301900","","","","","","","","","","","","",""
"498","AY325996","AY325996","","","EF494953","","","","","","","","","",""
"499","","","","","","","","","DQ068441","","","","","",""
"500","","","","","","","","","","","","","","",""
"501","","","","","","","","","","","","","","",""
"502","","DQ283252","","","EF494920","","","","","","","","","",""
"503","FJ882817","FJ882817","","FJ882718","","","FJ882663","","","","","","","",""
"504","","","","","","","","","","","","","","",""
"505","","","","","","","","","","","","","","",""
"506","AF160770","AF160787","","","AF171198","","","","","","","","","",""
"507","AB159476","AB159589","JN653302","JN653316","AB159260","","","","","JN653311","","","","",""
"508","AY325988","FJ882806","JN646997","DQ306504","AB159262","","FJ882650","DQ629612","FJ882806","DQ158280","EU497611","","","",""
"509","AF160771","AF160789","","","","","","","","","","","","",""
"510","","JQ348826","JN647005","JN646909","JN647477","","","JQ348546","","JN646955","","","","",""
"511","NC_008410","NC_008410","JN653300","FJ882707","NC_008410","","FJ882653","NC_008410","NC_008410","JN653309","","","","",""
"512","NC_009886","AB159565","JN653304","JN653314","AB159257","","AB612062","NC_009886","NC_009886","JN653307","","","","","AB612059"
"513","","","","","","","","","","","","","","",""
"514","","","","","","","","","","","","","","",""
"515","","","","","","","","","","","","","","",""
"516","","","","","","","","","","","","","","",""
"517","","","","","","","","","","","","","","",""
"518","","","","","","","","","","","","","","",""
"519","FJ882841","FJ882841","JN647001","","JN647441","","","FJ882841","","KF745904","","","","",""
"520","AF218710","JQ815296","","","JQ798752","","","","","","","","","",""
"521","","","","","","","","","","","","","","",""
"522","AF160766","AF160784","","","AF171193","","","NC_020048","NC_020048","","","","","",""
"523","","","","","","","","","","","","","","",""
"524","AB159465","AB159578","JN653303","JN653312","AB270963","","","","","JN653305","","","","",""
"525","AF160765","AF160783","","","AF171192","","","","","","","","","",""
"526","AF160769","AF160788","","","","","","","","","","","","",""
"527","FJ882807","FJ882807","JN647010","FJ882705","JN647473","","FJ882651","AF004526","FJ882807","JN646961","","","","",""
"528","","","","","","","","","","","","","","",""
"529","","","","","","","","","","","","","","",""
"530","","EU497437","","","","","","","","","EU497608","","","",""
"531","","","","","","","","","","","","","","",""
"532","","EU497492","","","","","","","","","EU497613","","","",""
"533","","","","","","","","","","","","","","",""
"534","","","","","","","","","","","","","","",""
"535","AF160777","AF160796","","","AF171211","","","","","","","","","",""
"536","GQ489032","","","","","","","","","","GU064322","","","",""
"537","","","","","","","","","","","","","","",""
"538","","","","","","","","","","","","","","",""
"539","","EU497446","","","","","","","","","EU497609","","","",""
"540","","","","","","","","","","","","","","",""
"541","","","","","","","","","","","","","","",""
"542","GQ489041","","","","","","","DQ629600","DQ629600","","EU497606","","","",""
"543","AY680267","FJ882813","","FJ882714","AB159263","DQ284297","FJ882659","","","","EU497603","DQ283940","DQ282791","",""
"544","","","","","","","","","","","","","","",""
"545","","","","","","","","","","","","","","",""
"546","AF220864","AF220911","","","","","","","AF463795","","","","","",""
"547","AF220865","AF220912","","","","","","","FN650139","","","","","",""
"548","FJ882769","FJ882770","","FJ882715","","","FJ882660","FJ882770","FJ882770","","","","","",""
"549","JN867524","JN867551","","","","","","","","","JN867497","","","",""
"550","JN867529","JN867556","","","","","","","","","JN867501","","","",""
"551","JN867541","JN867568","","","","","","","","","JN867515","","","",""
"552","JN867525","JN867552","","","","","","","","","JN867498","","","",""
"553","JN867531","JN867558","","","","","","","","","JN867503","","","",""
"554","JN867540","JN867567","","","","","","","","","JN867513","","","",""
"555","","","","","","","","","","","","","","",""
"556","JN867539","JN867566","","","","","","","","","JN867511","","","",""
"557","","","","","","","","","","","","","","",""
"558","","","","","","","","","","","","","","",""
"559","AY325991","AY325991","","","","","","","","","","","","",""
"560","FJ882835","FJ882835","","FJ882682","","","FJ882629","FJ882835","","","","","","",""
"561","","","","","","","","","","","","","","",""
"562","FJ882786","FJ882786","","FJ882686","","","FJ882633","FJ882786","FJ882786","","","","","",""
"563","","","","","","","","","","","","","","",""
"564","FJ882789","FJ882789","","FJ882690","","","FJ882637","FJ882789","FJ882789","","","","","",""
"565","","","","","","","","","","","","","","",""
"566","FJ882837","FJ882837","","FJ882679","","","FJ882626","FJ882837","","","","","","",""
"567","","","","","","","","","","","","","","",""
"568","FJ882790","FJ882790","","FJ882688","AF171191","","FJ882635","FJ882790","FJ882790","","","","","",""
"569","FJ882781","FJ882781","","FJ882680","","","FJ882627","FJ882781","FJ882781","","","","","",""
"570","","","","","","","","","","","","","","",""
"571","","","","","","","","","","","","","","",""
"572","","","","","","","","","","","","","","",""
"573","","","","","","","","","","","","","","",""
"574","AB331714","FJ882791","","DQ306508","AF249082","DQ284324","AY948805","NC_005794","NC_005794","DQ158317","EU712821","AF249097","DQ282815","AY948851",""
"575","","","","","","","","","","","","","","",""
"576","","","","","","","","","","","","","","",""
"577","","","","","","","","","","","","","","",""
"578","","","","","","","","","","","","","","",""
"579","","","","","","","","","","","","","","",""
"580","FJ882784","FJ882784","","FJ882684","","","FJ882631","FJ882784","FJ882784","","","","","",""
"581","FJ882785","FJ882785","","FJ882683","","","FJ882630","FJ882785","FJ882785","","","","","",""
"582","","","","","","","","","","","","","","",""
"583","","","","","","","","","","","","","","",""
"584","FJ882787","FJ882787","","FJ882681","AY028513","","FJ882628","FJ882787","FJ882787","","","","","",""
"585","FJ882788","FJ882788","","FJ882689","","","FJ882636","FJ882788","FJ882788","","","","","",""
"586","","","","","","","","","","","","","","",""
"587","","","","","","","","","","","","","","",""
"588","","","","","","","","","","","","","","",""
"589","","","","","","","","","","","","","","",""
"590","FJ882809","FJ882809","","FJ882709","L10964","","FJ882655","DQ629607","FJ882809","","EU497610","","","",""
"591","JX961680","JX961680","","","","","","","","","","","","",""
"592","","","","","","","","","","","","","","",""
"593","FJ882797","FJ882797","","FJ882694","","","FJ882641","","","","","","","",""
"594","","","","","","","","","","","","","","",""
"595","AY325984","DQ283269","","DQ306516","L10956","DQ284289","","AY819460","JN868006","AY819079","DQ158351","DQ283933","DQ282785","",""
"596","HM563819","HM563861","","HM563893","HM563935","","","","JN867999","","HM563979","","","",""
"597","","","","","","","","","","","","","","",""
"598","AY680246","AY680246","","HM563894","HM563936","","","","JN868008","","HM563980","","","",""
"599","HM563825","AY008253","","HM563897","AY008254","","","","JN868012","","HM563983","","","",""
"600","AY680251","AY680251","","HM563899","HM563941","","","","JN868013","","HM563985","","","",""
"601","HM563827","HM563868","","HM563900","HM563942","","","","JN868014","","HM563986","","","",""
"602","HM563817","HM563859","","HM563890","HM563932","","","","","","HM563976","","","",""
"603","DQ158443","DQ158443","","DQ306526","AY929304","","","","JN868015","DQ158284","DQ158366","","","",""
"604","DQ158445","DQ283166","","DQ306534","AY927866","DQ284204","","","JN868001","DQ158286","DQ158368","DQ283860","DQ282719","",""
"605","HM563830","HM563869","","HM563903","HM563946","","","","JN868017","","HM563989","","","",""
"606","HM563831","AY927858","","HM563904","AY927865","","","","JN868018","","HM563990","","","",""
"607","","","","","","","","","","","","","","",""
"608","AY680248","AY680248","","","AY008256","","","","JN868002","","","","","",""
"609","","","","","","","","","","","","","","",""
"610","","","","","","","","","","","","","","",""
"611","","","","","","","","","","","","","","",""
"612","AY680249","AY680249","","HM563905","AY927862","","","","JN868021","","HM563991","","","",""
"613","","","","","","","","","","","","","","",""
"614","","GU552454","","","GU552455","","","","","","","","","",""
"615","HM563835","HM563873","","HM563909","HM563953","","","","JN868022","","HM563995","","","",""
"616","DQ158467","DQ158467","","DQ306565","AY028509","","","","JN868025","DQ158308","DQ158387","","","",""
"617","AY680256","AY680256","","JN867950","AY008252","","","","JN868027","","HM563997","","","",""
"618","","","","","","","","","","","","","","",""
"619","AY680250","AY680250","","HM563913","HM563957","","","","JN868003","","HM563999","","","",""
"620","AY680254","AY680254","","HM563914","DQ415638","","","","JN868029","","HM564000","","","",""
"621","","","","","","","","","","","","","","",""
"622","AY680255","AY680255","","HM563915","HM563959","","","","JN868030","","HM564001","","","",""
"623","AY325985","AY680252","HQ290585","HM563917","DQ415628","","","HQ290945","HQ290945","","HM564003","EF372225","","",""
"624","AY680257","AY680257","","HM563918","HM563962","","","","JN868033","JQ947856","HM564004","JQ947837","","",""
"625","","","","","","","","","","","","","","",""
"626","","","","","","","","","","","","","","",""
"627","HM563846","HM563880","","HM563919","HM563963","","","","JN868034","","HM564005","","","",""
